id,compra_id,producto_id,cantidad,precio_unitario,subtotal,pagado_con_puntos
327,141,1,1,35.95,35.95,false
328,141,6,1,28.50,28.50,false
329,141,10,1,26.95,26.95,false
330,142,2,1,38.90,38.90,false
331,142,26,1,26.00,26.00,false
332,142,5,1,32.00,32.00,false
333,142,23,1,8.00,8.00,false
334,143,1,1,35.95,35.95,false
335,143,17,1,10.95,10.95,false
336,144,13,1,12.35,12.35,false
337,144,26,1,26.00,26.00,false
338,145,21,1,24.95,24.95,false
339,145,1,2,35.95,71.90,false
340,145,14,2,16.50,33.00,false
341,146,19,1,15.50,15.50,false
342,146,25,1,35.00,35.00,false
343,147,3,1,18.00,18.00,false
344,147,1,1,35.95,35.95,false
345,148,6,1,28.50,28.50,false
346,148,21,1,24.95,24.95,false
347,148,13,1,12.35,12.35,false
348,148,23,1,8.00,8.00,false
349,149,5,2,32.00,64.00,false
350,149,3,1,18.00,18.00,false
351,149,13,1,12.35,12.35,false
352,150,19,1,15.50,15.50,false
353,151,20,1,10.00,10.00,false
354,152,26,1,26.00,26.00,false
355,152,27,1,29.50,29.50,false
356,152,5,1,32.00,32.00,false
357,153,1,1,35.95,35.95,false
358,153,5,1,32.00,32.00,false
359,153,3,2,18.00,36.00,false
360,154,25,1,35.00,35.00,false
361,154,23,1,8.00,8.00,false
362,154,21,1,24.95,24.95,false
363,155,20,1,10.00,10.00,false
364,155,27,1,29.50,29.50,false
365,155,26,1,26.00,26.00,false
366,155,6,1,28.50,28.50,false
367,156,15,1,19.95,19.95,false
368,156,25,1,35.00,35.00,false
369,156,5,1,32.00,32.00,false
370,156,27,1,29.50,29.50,false
371,157,13,1,12.35,12.35,false
372,158,17,1,10.95,10.95,false
373,158,3,2,18.00,36.00,false
374,158,2,1,38.90,38.90,false
375,159,25,1,35.00,35.00,false
376,159,20,1,10.00,10.00,false
377,159,28,1,32.95,32.95,false
378,160,21,2,24.95,49.90,false
379,160,3,1,18.00,18.00,false
380,160,13,1,12.35,12.35,false
381,160,2,2,38.90,77.80,false
382,161,6,1,28.50,28.50,false
383,161,1,1,35.95,35.95,false
384,162,25,1,35.00,35.00,false
385,162,17,1,10.95,10.95,false
386,163,1,1,35.95,35.95,false
387,163,2,1,38.90,38.90,false
388,163,21,3,24.95,74.85,false
389,164,27,1,29.50,29.50,false
390,165,7,1,35.00,35.00,false
391,165,21,1,24.95,24.95,false
392,166,20,2,10.00,20.00,false
393,166,21,1,24.95,24.95,false
394,166,3,1,18.00,18.00,false
395,167,5,1,32.00,32.00,false
396,167,7,1,35.00,35.00,false
397,167,25,1,35.00,35.00,false
398,167,27,1,29.50,29.50,false
399,168,6,1,28.50,28.50,false
400,168,7,1,35.00,35.00,false
401,169,14,1,16.50,16.50,false
402,170,23,1,8.00,8.00,false
403,171,18,1,12.00,12.00,false
404,172,18,1,12.00,12.00,false
405,172,15,1,19.95,19.95,false
406,173,1,1,35.95,35.95,false
407,173,9,1,24.50,24.50,false
408,173,10,1,26.95,26.95,false
409,174,25,1,35.00,35.00,false
410,174,26,1,26.00,26.00,false
411,175,26,1,26.00,26.00,false
412,175,18,1,12.00,12.00,false
413,175,21,1,24.95,24.95,false
414,176,27,1,29.50,29.50,false
415,176,3,1,18.00,18.00,false
416,176,6,1,28.50,28.50,false
417,177,1,1,35.95,35.95,false
418,177,23,1,8.00,8.00,false
419,177,20,2,10.00,20.00,false
420,178,26,1,26.00,26.00,false
421,178,7,1,35.00,35.00,false
422,179,2,1,38.90,38.90,false
423,180,1,1,35.95,35.95,false
424,180,16,1,22.50,22.50,false
425,180,25,1,35.00,35.00,false
426,180,3,1,18.00,18.00,false
427,181,12,1,31.00,31.00,false
428,181,10,1,26.95,26.95,false
429,181,6,1,28.50,28.50,false
430,181,9,1,24.50,24.50,false
431,182,27,1,29.50,29.50,false
432,182,26,1,26.00,26.00,false
433,183,5,1,32.00,32.00,false
434,183,22,1,18.00,18.00,false
435,183,7,2,35.00,70.00,false
436,183,15,2,19.95,39.90,false
437,184,25,1,35.00,35.00,false
438,184,27,1,29.50,29.50,false
439,185,6,1,28.50,28.50,false
440,186,26,1,26.00,26.00,false
441,186,25,1,35.00,35.00,false
442,186,19,1,15.50,15.50,false
443,187,5,1,32.00,32.00,false
444,187,26,1,26.00,26.00,false
445,188,9,1,24.50,24.50,false
446,188,7,1,35.00,35.00,false
447,189,26,1,26.00,26.00,false
448,189,13,1,12.35,12.35,false
449,190,18,1,12.00,12.00,false
450,190,5,1,32.00,32.00,false
451,190,9,1,24.50,24.50,false
452,191,6,3,28.50,85.50,false
453,191,16,2,22.50,45.00,false
454,191,17,2,10.95,21.90,false
455,191,14,1,16.50,16.50,false
456,192,14,1,16.50,16.50,false
457,192,7,2,35.00,70.00,false
458,192,18,2,12.00,24.00,false
459,192,5,2,32.00,64.00,false
460,193,22,2,18.00,36.00,false
461,193,14,1,16.50,16.50,false
462,193,21,1,24.95,24.95,false
463,193,23,1,8.00,8.00,false
464,194,7,1,35.00,35.00,false
465,194,26,1,26.00,26.00,false
466,194,23,1,8.00,8.00,false
467,195,18,1,12.00,12.00,false
468,195,23,2,8.00,16.00,false
469,195,15,1,19.95,19.95,false
470,196,3,1,18.00,18.00,false
471,196,5,1,32.00,32.00,false
472,196,19,2,15.50,31.00,false
473,197,21,1,24.95,24.95,false
474,197,5,1,32.00,32.00,false
475,197,17,1,10.95,10.95,false
476,198,5,1,32.00,32.00,false
477,198,23,3,8.00,24.00,false
478,198,20,1,10.00,10.00,false
479,199,3,1,18.00,18.00,false
480,199,1,1,35.95,35.95,false
481,199,2,1,38.90,38.90,false
482,200,14,1,16.50,16.50,false
483,200,20,2,10.00,20.00,false
484,200,23,1,8.00,8.00,false
485,201,2,1,38.90,38.90,false
486,201,13,1,12.35,12.35,false
487,202,3,1,18.00,18.00,false
488,202,10,1,26.95,26.95,false
489,202,6,1,28.50,28.50,false
490,202,2,1,38.90,38.90,false
491,203,7,1,35.00,35.00,false
492,203,13,1,12.35,12.35,false
493,203,23,3,8.00,24.00,false
494,204,7,1,35.00,35.00,false
495,204,1,1,35.95,35.95,false
496,204,22,2,18.00,36.00,false
497,204,20,1,10.00,10.00,false
498,205,26,1,26.00,26.00,false
499,205,5,1,32.00,32.00,false
500,206,5,1,32.00,32.00,false
501,206,16,1,22.50,22.50,false
502,206,26,1,26.00,26.00,false
503,206,27,1,29.50,29.50,false
504,207,27,1,29.50,29.50,false
505,208,6,2,28.50,57.00,false
506,208,23,1,8.00,8.00,false
507,208,3,2,18.00,36.00,false
508,208,21,1,24.95,24.95,false
509,209,1,1,35.95,35.95,false
510,209,13,1,12.35,12.35,false
511,209,16,3,22.50,67.50,false
512,210,5,1,32.00,32.00,false
513,210,7,1,35.00,35.00,false
514,210,25,1,35.00,35.00,false
515,210,26,1,26.00,26.00,false
516,211,27,1,29.50,29.50,false
517,211,26,1,26.00,26.00,false
518,212,14,1,16.50,16.50,false
519,212,23,1,8.00,8.00,false
520,212,18,1,12.00,12.00,false
521,213,17,1,10.95,10.95,false
522,214,13,1,12.35,12.35,false
523,214,3,1,18.00,18.00,false
524,215,3,1,18.00,18.00,false
525,215,26,1,26.00,26.00,false
526,215,21,1,24.95,24.95,false
527,216,3,1,18.00,18.00,false
528,216,1,1,35.95,35.95,false
529,216,26,1,26.00,26.00,false
530,216,6,1,28.50,28.50,false
531,217,13,1,12.35,12.35,false
532,218,25,1,35.00,35.00,false
533,218,7,1,35.00,35.00,false
534,219,13,1,12.35,12.35,false
535,219,6,1,28.50,28.50,false
536,219,12,1,31.00,31.00,false
537,220,5,1,32.00,32.00,false
538,220,3,1,18.00,18.00,false
539,220,9,1,24.50,24.50,false
540,221,1,1,35.95,35.95,false
541,221,22,1,18.00,18.00,false
542,221,18,2,12.00,24.00,false
543,221,7,1,35.00,35.00,false
544,222,27,1,29.50,29.50,false
545,222,25,1,35.00,35.00,false
546,223,5,1,32.00,32.00,false
547,223,7,1,35.00,35.00,false
548,223,6,1,28.50,28.50,false
549,223,12,1,31.00,31.00,false
550,224,3,1,18.00,18.00,false
551,224,9,1,24.50,24.50,false
552,224,15,1,19.95,19.95,false
553,225,1,1,35.95,35.95,false
554,226,22,1,18.00,18.00,false
555,226,18,1,12.00,12.00,false
556,227,14,2,16.50,33.00,false
557,227,1,2,35.95,71.90,false
558,227,15,1,19.95,19.95,false
559,228,5,2,32.00,64.00,false
560,228,15,2,19.95,39.90,false
561,228,1,2,35.95,71.90,false
562,229,18,1,12.00,12.00,false
563,230,18,1,12.00,12.00,false
564,230,17,1,10.95,10.95,false
565,230,6,1,28.50,28.50,false
566,231,2,2,38.90,77.80,false
567,231,14,1,16.50,16.50,false
568,232,13,2,12.35,24.70,false
569,232,7,3,35.00,105.00,false
570,232,19,1,15.50,15.50,false
571,232,2,2,38.90,77.80,false
572,233,11,1,22.00,22.00,false
573,234,25,1,35.00,35.00,false
574,234,26,1,26.00,26.00,false
575,235,22,1,18.00,18.00,false
576,235,5,1,32.00,32.00,false
577,235,6,1,28.50,28.50,false
578,236,15,2,19.95,39.90,false
579,236,5,2,32.00,64.00,false
580,236,6,2,28.50,57.00,false
581,237,16,1,22.50,22.50,false
582,237,17,1,10.95,10.95,false
583,237,21,2,24.95,49.90,false
584,237,25,2,35.00,70.00,false
585,238,10,1,26.95,26.95,false
586,238,6,1,28.50,28.50,false
587,239,21,1,24.95,24.95,false
588,239,8,1,36.95,36.95,false
589,239,17,1,10.95,10.95,false
590,239,2,3,38.90,116.70,false
591,240,19,1,15.50,15.50,false
592,240,11,1,22.00,22.00,false
593,240,6,1,28.50,28.50,false
594,240,5,1,32.00,32.00,false
595,241,26,1,26.00,26.00,false
596,242,22,1,18.00,18.00,false
597,242,2,2,38.90,77.80,false
598,242,6,1,28.50,28.50,false
599,242,3,1,18.00,18.00,false
600,243,25,1,35.00,35.00,false
601,243,27,1,29.50,29.50,false
602,243,10,1,26.95,26.95,false
603,244,1,1,35.95,35.95,false
604,244,7,1,35.00,35.00,false
605,244,3,1,18.00,18.00,false
606,244,25,1,35.00,35.00,false
607,245,3,2,18.00,36.00,false
608,245,1,1,35.95,35.95,false
609,246,18,1,12.00,12.00,false
610,246,6,2,28.50,57.00,false
611,246,7,2,35.00,70.00,false
612,247,26,1,26.00,26.00,false
613,247,25,1,35.00,35.00,false
614,247,27,1,29.50,29.50,false
615,248,27,1,29.50,29.50,false
616,248,3,1,18.00,18.00,false
617,248,6,1,28.50,28.50,false
618,248,7,1,35.00,35.00,false
619,249,2,1,38.90,38.90,false
620,250,19,1,15.50,15.50,false
621,251,23,2,8.00,16.00,false
622,251,7,2,35.00,70.00,false
623,251,21,1,24.95,24.95,false
624,252,3,2,18.00,36.00,false
625,252,19,1,15.50,15.50,false
626,252,13,1,12.35,12.35,false
627,252,25,2,35.00,70.00,false
628,253,25,1,35.00,35.00,false
629,253,26,1,26.00,26.00,false
630,254,17,1,10.95,10.95,false
631,255,26,1,26.00,26.00,false
632,255,2,1,38.90,38.90,false
633,256,27,1,29.50,29.50,false
634,256,5,1,32.00,32.00,false
635,256,6,1,28.50,28.50,false
636,257,26,1,26.00,26.00,false
637,257,27,1,29.50,29.50,false
638,258,16,1,22.50,22.50,false
639,258,5,1,32.00,32.00,false
640,259,25,1,35.00,35.00,false
641,259,26,1,26.00,26.00,false
642,259,27,1,29.50,29.50,false
643,260,12,2,31.00,62.00,false
644,260,6,1,28.50,28.50,false
645,260,1,1,35.95,35.95,false
646,261,13,1,12.35,12.35,false
647,262,27,1,29.50,29.50,false
648,262,23,1,8.00,8.00,false
649,263,6,1,28.50,28.50,false
650,263,14,1,16.50,16.50,false
651,264,13,1,12.35,12.35,false
652,264,22,1,18.00,18.00,false
653,264,27,1,29.50,29.50,false
654,265,23,1,8.00,8.00,false
655,266,22,2,18.00,36.00,false
656,266,23,1,8.00,8.00,false
657,266,15,3,19.95,59.85,false
658,267,12,1,31.00,31.00,false
659,267,23,2,8.00,16.00,false
660,267,7,1,35.00,35.00,false
661,268,7,1,35.00,35.00,false
662,268,16,1,22.50,22.50,false
663,268,27,1,29.50,29.50,false
664,269,11,1,22.00,22.00,false
665,270,21,1,24.95,24.95,false
666,270,3,1,18.00,18.00,false
667,270,5,1,32.00,32.00,false
668,270,7,1,35.00,35.00,false
669,271,3,1,18.00,18.00,false
670,272,21,1,24.95,24.95,false
671,272,12,1,31.00,31.00,false
672,273,27,1,29.50,29.50,false
673,273,26,1,26.00,26.00,false
674,274,26,1,26.00,26.00,false
675,274,1,1,35.95,35.95,false
676,274,5,1,32.00,32.00,false
677,275,2,1,38.90,38.90,false
678,275,22,3,18.00,54.00,false
679,275,3,1,18.00,18.00,false
680,276,3,1,0.00,0.00,true
681,276,15,2,19.95,39.90,false
682,277,20,1,10.00,10.00,false
683,277,26,1,26.00,26.00,false
684,277,3,1,18.00,18.00,false
685,278,18,1,12.00,12.00,false
686,278,27,1,29.50,29.50,false
687,279,5,3,32.00,96.00,false
688,279,6,3,28.50,85.50,false
689,279,22,1,18.00,18.00,false
690,279,23,1,8.00,8.00,false
691,280,12,1,31.00,31.00,false
692,280,25,1,35.00,35.00,false
693,280,27,1,29.50,29.50,false
694,281,3,1,18.00,18.00,false
695,281,15,2,19.95,39.90,false
696,282,13,1,12.35,12.35,false
697,282,19,1,15.50,15.50,false
698,282,9,1,24.50,24.50,false
699,282,12,1,31.00,31.00,false
700,283,9,1,24.50,24.50,false
701,284,3,2,18.00,36.00,false
702,285,20,1,10.00,10.00,false
703,285,17,1,10.95,10.95,false
704,286,15,1,19.95,19.95,false
705,286,26,1,26.00,26.00,false
706,286,19,1,15.50,15.50,false
707,286,3,1,18.00,18.00,false
708,287,17,1,10.95,10.95,false
709,287,20,1,10.00,10.00,false
710,288,12,1,31.00,31.00,false
711,288,9,1,24.50,24.50,false
712,288,20,1,10.00,10.00,false
713,289,7,1,35.00,35.00,false
714,289,3,1,18.00,18.00,false
715,290,4,1,32.50,32.50,false
716,291,14,1,16.50,16.50,false
717,291,11,1,22.00,22.00,false
718,292,2,1,38.90,38.90,false
719,292,7,2,35.00,70.00,false
720,292,22,1,18.00,18.00,false
721,292,14,1,16.50,16.50,false
722,293,22,1,18.00,18.00,false
723,293,15,1,19.95,19.95,false
724,294,9,1,24.50,24.50,false
725,295,22,1,18.00,18.00,false
726,295,12,1,31.00,31.00,false
727,296,20,1,10.00,10.00,false
728,296,19,1,15.50,15.50,false
729,297,20,1,10.00,10.00,false
730,297,9,1,24.50,24.50,false
731,297,19,1,15.50,15.50,false
732,298,10,1,26.95,26.95,false
733,299,14,1,16.50,16.50,false
734,300,11,1,22.00,22.00,false
735,301,17,1,10.95,10.95,false
736,302,20,1,10.00,10.00,false
737,302,19,1,15.50,15.50,false
738,302,17,1,10.95,10.95,false
739,303,11,1,22.00,22.00,false
740,304,9,1,24.50,24.50,false
741,305,27,1,29.50,29.50,false
742,306,12,1,31.00,31.00,false
743,306,11,1,22.00,22.00,false
744,307,17,3,10.95,32.85,false
745,307,23,1,8.00,8.00,false
746,308,14,1,16.50,16.50,false
747,308,5,2,32.00,64.00,false
748,308,21,1,24.95,24.95,false
749,308,13,1,12.35,12.35,false
750,309,12,1,31.00,31.00,false
751,309,19,1,15.50,15.50,false
752,309,10,1,26.95,26.95,false
753,310,9,1,24.50,24.50,false
754,310,11,1,22.00,22.00,false
755,311,17,1,10.95,10.95,false
756,311,11,1,22.00,22.00,false
757,312,17,1,10.95,10.95,false
758,313,7,1,35.00,35.00,false
759,313,10,1,26.95,26.95,false
760,313,12,1,31.00,31.00,false
761,314,9,1,24.50,24.50,false
762,315,17,1,10.95,10.95,false
763,315,20,1,10.00,10.00,false
764,315,13,1,12.35,12.35,false
765,316,9,1,24.50,24.50,false
766,317,9,1,24.50,24.50,false
767,317,12,1,31.00,31.00,false
768,317,10,1,26.95,26.95,false
769,318,27,1,29.50,29.50,false
770,318,26,1,26.00,26.00,false
771,318,20,1,10.00,10.00,false
772,318,16,1,22.50,22.50,false
773,319,9,1,24.50,24.50,false
